id;keyword;title;directions;ingredients;course_meal_type;cuisine_origin;Prep Time;cook time;Total Time;equipments;Protein;Fat;Carbohydrates_g;fiber_g;sugar_g;sodium_mg
281;roesti;Spiced sweet potato roesti with coconut sauce;Squeeze excess water from grated sweet potatoes using a clean towel. In a bowl, combine sweet potatoes, onion, garlic, cumin, coriander, chili flakes, flour, and egg. Season mixture with salt and pepper and mix well to bind. Heat oil in a non-stick skillet over medium heat. Spoon mixture into the skillet and flatten into small patties. Cook roesti for 3 to 4 minutes per side or until golden and crisp. In a saucepan, bring coconut milk to a gentle simmer. Stir in soy sauce and grated ginger and simmer for 2 minutes. Remove sauce from heat and stir in chopped cilantro. Serve roesti hot with a drizzle of coconut sauce on top.;sweet potatoes, onion, garlic, cumin, coriander, chili flakes, flour, egg, salt, pepper, oil, coconut milk, soy sauce, ginger, cilantro;Main Course|Side Dish;International;15;10;25;Skillet|Saucepan;6;12;50;5;5;300
282;salsa;Spicy african-asian mango salsa;Peel and dice the mango into small cubes. Finely chop the red onion, chili, and garlic. Grate the ginger and mince the lemongrass. Combine mango, onion, chili, garlic, ginger, and lemongrass in a bowl. Add the lime juice, soy sauce, and ground coriander. Drizzle with sesame oil and stir to combine. Season with salt and pepper to taste. Let the salsa sit for 15 minutes to allow flavors to meld. Garnish with chopped fresh cilantro before serving. Serve chilled or at room temperature with grilled meats or rice.;mango, red onion, chili, garlic, ginger, lemongrass, lime juice, soy sauce, ground coriander, sesame oil, salt, pepper, cilantro;Side Dish;African-Asian;15;0;15;;1;5;20;3;15;300
283;sandwich;Spicy african-asian chicken sandwich;In a bowl, mix harissa paste, soy sauce, sesame oil, ginger, and garlic. Add chicken thighs to marinade and coat well. Cover and refrigerate for at least 30 minutes. Heat vegetable oil in a skillet over medium heat. Cook marinated chicken until fully cooked and slightly charred. In a separate bowl, mix cabbage, carrot, mayonnaise, and rice vinegar. Toast sandwich rolls lightly if desired. Slice cooked chicken and layer onto rolls. Top with the cabbage slaw mixture. Serve sandwiches warm or at room temperature.;harissa paste, soy sauce, sesame oil, ginger, garlic, chicken thighs, vegetable oil, cabbage, carrot, mayonnaise, rice vinegar, sandwich rolls;Main Course;African-Asian;30;15;45;Skillet;30;25;40;3;5;800
284;shashlik;African-asian chicken shashlik skewers;Combine soy sauce, cumin, paprika, ginger, garlic, lemon juice, oil, chili flakes, salt, and pepper in a bowl. Add chicken pieces to the marinade and mix well to coat. Cover and refrigerate for at least 1 hour to marinate. Thread chicken, bell peppers, and red onion alternately onto skewers. Preheat grill or grill pan over medium-high heat. Grill skewers for 12 to 15 minutes, turning occasionally, until chicken is cooked through. Baste with leftover marinade during grilling for extra flavor. Remove from heat and let rest for 5 minutes before serving. Serve hot with flatbread or steamed rice.;soy sauce, cumin, paprika, ginger, garlic, lemon juice, oil, chili flakes, salt, pepper, chicken, bell peppers, red onion, flatbread, steamed rice;Main Course;African-Asian;60;15;75;Grill;25;15;10;2;3;800
285;quick lunches;Quick african-asian chicken stir-fry wraps;Marinate chicken in soy sauce, ginger, and a pinch of salt for 10 minutes. Heat groundnut oil in a large pan over medium-high heat. Add chicken and stir-fry until browned and cooked through. Add garlic, onion, and bell pepper and cook for 3 minutes. Stir in cabbage and cook until just wilted. Drizzle with peri-peri sauce and sesame oil, then mix well. Warm flatbreads or chapatis in a dry pan or microwave. Divide the chicken mixture among the flatbreads. Garnish with fresh cilantro and season with pepper. Wrap tightly and serve immediately.;chicken, soy sauce, ginger, salt, groundnut oil, garlic, onion, bell pepper, cabbage, peri-peri sauce, sesame oil, flatbreads, chapatis, cilantro, pepper;Main Course;African-Asian;10;15;25;Pan|Microwave;30;20;40;5;5;800
286;schupfnudeln;African-asian fusion schupfnudeln stir-fry;Boil the schupfnudeln in salted water until they float, then drain and set aside. Heat sesame oil in a large skillet over medium heat. Add chopped garlic, ginger, and sliced red chili, Grill until fragrant. Stir in sliced bell pepper, shredded cabbage, and julienned carrots, cook until slightly tender. Add cooked schupfnudeln to the skillet and stir to combine. Pour in soy sauce, peanut butter, and a splash of lime juice, tossing to coat evenly. Add cooked shredded chicken and stir until heated through. Season with salt and pepper to taste. Sprinkle with chopped roasted peanuts and fresh cilantro before serving.;schupfnudeln, salt, sesame oil, garlic, ginger, red chili, bell pepper, cabbage, carrots, soy sauce, peanut butter, lime juice, chicken, pepper, peanuts, cilantro;Main Course;African-Asian;15;20;35;Stove / Pan;25;30;50;5;5;800
287;spaghetti;Spaghetti with spicy peanut curry sauce;Cook spaghetti in salted boiling water until al dente, then drain. Heat oil in a pan over medium heat. Grill onion until soft and translucent. Add garlic, ginger, and chili, and cook for 2 minutes. Stir in crushed tomatoes and cook for 5 minutes. Add peanut butter, coconut milk, soy sauce, and coriander. Simmer sauce for 5 to 7 minutes until thickened. Season with salt to taste. Toss cooked spaghetti with the sauce until well coated. Garnish with fresh cilantro before serving.;spaghetti, oil, onion, garlic, ginger, chili, crushed tomatoes, peanut butter, coconut milk, soy sauce, coriander, salt, cilantro;Main Course;Thai;10;20;30;Pot|Pan;15;20;60;5;5;800
288;celery;Spicy celery stir-fry with peanut sauce;Heat oil in a wok or large skillet over medium heat. Add onion, garlic, and ginger and Grill until fragrant. Stir in tofu and cook until lightly browned on all sides. Add celery and stir-fry for 3 to 4 minutes until slightly tender. In a bowl, whisk together soy sauce, chili paste, peanut butter, coconut milk, and coriander. Pour the sauce into the pan and stir to coat all ingredients. Simmer for 2 to 3 minutes until sauce thickens slightly. Season with salt to taste and remove from heat. Garnish with fresh cilantro. Serve hot with steamed rice.;oil, onion, garlic, ginger, tofu, celery, soy sauce, chili paste, peanut butter, coconut milk, coriander, salt, cilantro, steamed rice;Main Course;Chinese;10;15;25;Wok|Stove / Pan;15;20;45;5;5;800
289;cleats;Spicy cleats-inspired chicken stir-fry;Heat vegetable oil in a large skillet over medium-high heat. Add sliced chicken and cook until browned and cooked through. Remove chicken and set aside. In the same skillet, Grill onion, garlic, and ginger until fragrant. Add bell pepper and chili, stir-fry for 2 minutes. Return chicken to the skillet and mix well. Stir in soy sauce, oyster sauce, suya spice, and sesame oil. Cook for 3 minutes, stirring to coat everything evenly. Serve hot over jasmine rice. Garnish with chopped cilantro and a squeeze of lime juice.;vegetable oil, chicken, onion, garlic, ginger, bell pepper, chili, soy sauce, oyster sauce, suya spice, sesame oil, jasmine rice, cilantro, lime juice;Main Course;International;10;15;25;Skillet;30;20;40;2;5;800
290;tafelspitz;African-asian fusion tafelspitz recipe;Place beef in a large pot and cover with water. Bring to a boil, then reduce heat and skim off foam. Add onion, carrots, celery, ginger, and garlic to the pot. Simmer gently for 2 hours or until beef is tender. Add soy sauce, fish sauce, coriander, and berbere spice. Simmer for 15 more minutes to infuse flavors. Add bok choy and cook for 5 minutes until tender. Remove beef and slice thinly against the grain. Serve beef with vegetables and broth in bowls. Garnish with spring onions and fresh cilantro.;beef, water, onion, carrots, celery, ginger, garlic, soy sauce, fish sauce, coriander, berbere spice, bok choy, spring onions, fresh cilantro;Main Course;African-Asian;15;135;150;Pot;35;20;15;3;5;1500
291;cup cake;Spiced coconut cupcakes with ginger syrup;Preheat oven to 180∞C (350∞F) and line a cupcake tray with paper liners. In a bowl, whisk together flour, baking powder, cardamom, ginger, and salt. In a separate bowl, beat eggs and sugar until light and fluffy. Add coconut milk, oil, and vanilla extract to the egg mixture and mix well. Gradually fold dry ingredients into the wet mixture until just combined. Spoon batter evenly into cupcake liners, filling each about two-thirds full. Bake for 18 to 20 minutes or until a toothpick inserted comes out clean. While cupcakes bake, simmer fresh ginger, water, and brown sugar for 5 minutes to make syrup. Let cupcakes cool, then drizzle with ginger syrup and sprinkle with desiccated coconut. Serve warm or at room temperature.;flour, baking powder, cardamom, ginger, salt, eggs, sugar, coconut milk, oil, vanilla extract, water, brown sugar, desiccated coconut;Dessert;International;15;20;35;Oven;3;10;40;1;20;200
292;teriyaki sauce;Teriyaki chicken with jollof rice fusion;Rinse the rice and cook it in salted water until tender, then set aside. In a bowl, mix soy sauce, honey, rice vinegar, and sesame oil to make teriyaki sauce. Heat 1 tablespoon vegetable oil in a pan and Grill garlic and ginger until fragrant. Add chicken strips and cook until browned and cooked through. Pour teriyaki sauce over the chicken and simmer until thickened. In another pan, heat remaining oil and Grill onion and bell pepper until soft. Add chopped tomatoes and paprika, then simmer for 10 minutes. Stir in cooked rice and season with salt and pepper to taste. Serve teriyaki chicken over the jollof-style rice.;rice, salt, soy sauce, honey, rice vinegar, sesame oil, vegetable oil, garlic, ginger, chicken strips, onion, bell pepper, tomatoes, paprika, pepper;Main Course;Japanese|African;15;30;45;Pan|Stove / Pan;30;20;50;2;10;800
293;tomato sauce;Spicy african-asian tomato sauce stir-fry;Heat oil in a large skillet over medium heat. Grill onion until soft and translucent. Add garlic, ginger, and chilies, and cook for 1 minute. Stir in crushed tomatoes, soy sauce, cumin, and paprika. Simmer sauce for 10 minutes, stirring occasionally. Add tofu and bell pepper to the sauce. Cook for another 5 minutes until tofu is heated through. Season with salt to taste. Garnish with chopped cilantro. Serve hot over cooked jasmine rice.;oil, onion, garlic, ginger, chilies, crushed tomatoes, soy sauce, cumin, paprika, tofu, bell pepper, salt, cilantro, jasmine rice;Main Course;African-Asian;10;15;25;Skillet;15;12;40;5;5;800
294;tortellini;Spicy peanut tortellini stir-fry;Cook tortellini in boiling water according to package instructions, then drain. Heat oil in a large pan over medium heat. Grill garlic, ginger, and chili for 1 minute until fragrant. Add chopped bell pepper and carrots, stir-fry for 4 minutes. Stir in the cooked tortellini and toss to combine. In a bowl, whisk together peanut butter, soy sauce, lime juice, and a splash of water. Pour the sauce over the tortellini mixture and stir well to coat. Cook for another 2 minutes until heated through. Garnish with chopped peanuts and fresh coriander before serving.;tortellini, oil, garlic, ginger, chili, bell pepper, carrots, peanut butter, soy sauce, lime juice, water, peanuts, coriander;Main Course;Italian;10;10;20;Pot|Pan;15;20;50;5;5;800
295;cake base;African-asian fusion cake base recipe;Preheat oven to 180∞C (350∞F) and grease a 20 cm (8-inch) round cake pan. In a large bowl, whisk together flour, cornmeal, baking powder, baking soda, salt, ginger, and cardamom. In another bowl, beat eggs with sugar until light and fluffy. Add coconut milk, oil, and vanilla extract to the egg mixture and mix well. Gradually fold the dry ingredients into the wet mixture until just combined. Pour the batter into the prepared cake pan and smooth the top. Bake for 30 to 35 minutes or until a toothpick inserted in the center comes out clean. Allow to cool in the pan for 10 minutes, then transfer to a wire rack to cool completely. Use as a base for layered cakes or enjoy plain with tea.;flour, cornmeal, baking powder, baking soda, salt, ginger, cardamom, eggs, sugar, coconut milk, oil, vanilla extract;Dessert;African-Asian;15;35;50;Oven;3;10;40;1;10;200
296;full can today;Spicy coconut chickpea curry fusion;Heat oil in a large pan over medium heat. Grill chopped onion, garlic, and ginger until fragrant. Stir in curry powder, ground coriander, and paprika. Add canned chickpeas and stir to coat with spices. Pour in full can of coconut milk and mix well. Add chopped tomatoes and season with salt and pepper. Simmer for 15 to 20 minutes until thickened slightly. Stir in chopped fresh spinach and cook until wilted. Finish with a squeeze of lemon juice and garnish with fresh cilantro. Serve hot with steamed rice or flatbread.;oil, onion, garlic, ginger, curry powder, ground coriander, paprika, canned chickpeas, coconut milk, chopped tomatoes, salt, pepper, fresh spinach, lemon juice, fresh cilantro, steamed rice, flatbread;Main Course;Indian;10;20;30;Pan;10;20;40;10;5;300
